ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F2019
109,Kuwait,KW,KWT,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.868126565897529
110,Kuwait,KW,KWT,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.541481240210434
111,Latvia,LV,LVA,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.192072602807785
112,Latvia,LV,LVA,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.431018354797819
113,Libya,LY,LBY,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.967619472627589
114,Libya,LY,LBY,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.900267761934102
115,Lithuania,LT,LTU,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.168143438191955
116,Lithuania,LT,LTU,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.422453240255222
117,"Madagascar, Rep. of",MG,MDG,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.264229816625624
118,"Madagascar, Rep. of",MG,MDG,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.888551638236238
119,Malawi,MW,MWI,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.322772664277874
120,Malawi,MW,MWI,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.87189610882847
121,Malaysia,MY,MYS,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.432794317274633
122,Malaysia,MY,MYS,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.432767520643256
123,Mauritius,MU,MUS,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.244760400416297
124,Mauritius,MU,MUS,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.501210905633771
125,Mexico,MX,MEX,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.328180666363326
126,Mexico,MX,MEX,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.567576286793113
127,Mongolia,MN,MNG,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.303070903006737
128,Mongolia,MN,MNG,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.75549268406068
129,Morocco,MA,MAR,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.263395625269272
130,Morocco,MA,MAR,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.64468459563513
131,"Mozambique, Rep. of",MZ,MOZ,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.351022482329015
132,"Mozambique, Rep. of",MZ,MOZ,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.92597619862052
133,Namibia,NA,NAM,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.322028264984067
134,Namibia,NA,NAM,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.687467144660557
135,New Zealand,NZ,NZL,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.284802322459236
136,New Zealand,NZ,NZL,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.318947624986291
137,Nicaragua,NI,NIC,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.210128570278415
138,Nicaragua,NI,NIC,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.804844195739019
139,Nigeria,NG,NGA,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.741540757768045
140,Nigeria,NG,NGA,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.877602249328478
141,Norway,NO,NOR,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.426012128816089
142,Norway,NO,NOR,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.200806221248711
143,Oman,OM,OMN,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.745269177733523
144,Oman,OM,OMN,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.524964838023204
